orden_id;order_item_id;producto_id;vendedor_id;fecha_envio_limite;precio;valor_flete;codigo_postal_vendedor;ciudad_vendedor;departamento_vendedor;nombre_categoria_producto;longitud_nombre_producto;longitud_descripcion_producto;cantidad_fotos_producto;peso_g_producto;longitud_cm_producto;altura_cm_producto;ancho_cm_producto
88007PK78A;A;PK78;VE5049;05/06/2018 07:07;21.42;71.77;50001;Villavicencio;Meta;Deportes;3;33;8;1360;15;12;21
60547PL88A;A;PL88;VE6108;29/03/2018 06:42;69.07;18.59;52381;La florida;Nariño;Libros;7;11;14;6875;12;25;14
23996PH90C;C;PH90;VE1988;20/06/2018 14:36;149.8;14.76;95001;San jose del guaviare;Guaviare;Bebés ;37;23;26;4497;44;29;20
91671PS86A;A;PS86;VE4813;17/03/2018 14:40;50.27;3.35;54001;Cucuta;Norte de santander;Carnicería;25;13;9;3808;20;7;25
58033PA56A;A;PA56;VE6108;31/01/2018 12:54;99.57;24.12;54001;Cucuta;Norte de santander;Electrodomésticos;10;34;6;551;67;17;25
21812PD70A;A;PD70;VE8544;04/01/2018 15:14;622.87;4.55;52210;Contadero;Nariño;Celulares;37;34;17;119;42;30;4
13461PC89A;A;PC89;VE8511;06/09/2017 11:53;83.54;16.36;52051;Arboleda;Nariño;Ropa infantil;13;11;21;199;27;7;23
57153PK10A;A;PK10;VE3743;06/03/2018 00:58;124.78;25.84;88001;San andres;San andres;Deportes;24;33;29;7186;16;24;21
67184PB94A;A;PB94;VE8511;06/08/2017 07:57;23.51;54.8;52399;La union;Nariño;Ropa de adultos;33;29;33;440;24;8;6
24909PR82A;A;PR82;VE7338;27/03/2018 10:23;358.5;6.15;50001;Villavicencio;Meta;Frutas y verduras;4;25;4;6850;26;20;24
109742PE40A;A;PE40;VE1988;30/09/2017 03:35;196.97;61.79;50683;San juan de arama;Meta;Tecnología;34;39;15;1017;26;24;8
19005PO20B;B;PO20;VE2114;03/02/2018 08:50;239.86;109.41;52399;La union;Nariño;Productos ecoamigables;28;38;28;64;27;5;18
100312PQ27A;A;PQ27;VE3292;17/09/2017 19:36;460.21;2.84;5004;Abriaqui;Antioquia;Lácteos;30;24;33;3919;27;17;28
48037PD14A;A;PD14;VE7125;21/12/2017 04:03;65.53;51.45;5001;Medellin;Antioquia;Celulares;26;13;24;1399;50;2;35
90616PP74A;A;PP74;VE5090;23/12/2017 20:44;160.06;115.56;50686;San juanito;Meta;Licor;31;32;21;1771;46;10;14
82355PS49B;B;PS49;VE3979;21/05/2018 10:15;94.9;39.03;50006;Acacias;Meta;Carnicería;5;15;31;2842;38;1;12
24520PB33A;A;PB33;VE4052;19/02/2018 01:50;436.08;35.55;52051;Arboleda;Nariño;Ropa de adultos;20;12;30;277;36;29;23
71054PB49A;A;PB49;VE7016;05/05/2018 04:14;160.98;44.4;50006;Acacias;Meta;Ropa de adultos;14;27;1;596;10;13;19
79449PI67A;A;PI67;VE7882;01/08/2017 00:47;124.59;0.65;17001;Manizales;Caldas;Juguetes;12;26;33;8679;57;7;20
90685PB56A;A;PB56;VE3858;09/11/2017 02:38;100.66;12.86;81001;Arauca;Arauca;Ropa de adultos;8;38;23;820;36;16;31
12048PL48A;A;PL48;VE4124;03/01/2018 20:46;0.86;2.08;52435;Mallama;Nariño;Libros;16;10;18;5428;55;33;18
11145PB39A;A;PB39;VE8975;23/08/2017 04:08;246.51;104.13;52323;Gualmatan;Nariño;Ropa de adultos;39;12;39;10074;10;41;29
74950PL66A;A;PL66;VE3276;16/01/2018 21:28;45.16;18.55;13006;Achi;Bolivar;Libros;16;25;3;3347;32;21;14
15800PB77A;A;PB77;VE8160;24/11/2017 04:07;5.67;23.78;52203;Colon;Nariño;Ropa de adultos;22;14;10;2033;25;28;33
97618PM25B;B;PM25;VE2305;31/05/2018 12:13;24.15;9.32;50683;San juan de arama;Meta;Ferretería;26;0;16;549;17;21;1
14706PR20B;B;PR20;VE7926;30/12/2017 12:16;122.19;83.48;52435;Mallama;Nariño;Frutas y verduras;8;16;33;2296;29;11;18
45856PH94A;A;PH94;VE2056;08/11/2017 19:54;50.79;3.78;50686;San juanito;Meta;Bebés ;30;17;10;2347;5;1;20
59838PO87A;A;PO87;VE2456;15/10/2017 14:03;111.29;0.59;52083;Belen;Nariño;Productos ecoamigables;40;15;13;938;36;31;14
100419PR80A;A;PR80;VE4502;23/05/2018 18:29;5.38;3.0;95001;San jose del guaviare;Guaviare;Frutas y verduras;27;23;5;1717;31;33;28
61492PN61A;A;PN61;VE1206;18/11/2017 17:23;196.81;37.49;15001;Tunja;Boyaca;Dormitorio;7;2;34;709;53;17;18
92682PP25A;A;PP25;VE5738;05/11/2017 05:05;427.67;24.88;85001;Yopal;Casanare;Licor;29;3;38;588;41;45;39
103163PI68A;A;PI68;VE9276;26/03/2018 11:31;108.98;24.69;8001;Barranquilla;Atlantico;Juguetes;37;31;22;758;30;36;20
21407PN91A;A;PN91;VE1637;02/12/2017 15:36;38.58;4.47;52399;La union;Nariño;Dormitorio;4;16;10;264;57;10;24
66942PG54A;A;PG54;VE7960;09/08/2017 09:29;155.65;104.08;66001;Pereira;Risaralda;Salud;9;11;2;511;44;11;22
42273PT14A;A;PT14;VE2056;04/12/2017 12:14;128.6;19.73;52001;Pasto;Nariño;Tarjetas regalo;3;5;3;1499;62;6;22
48439PD66A;A;PD66;VE8942;21/09/2017 15:56;50.68;50.75;50001;Villavicencio;Meta;Celulares;32;27;14;630;25;15;21
12225PM63A;A;PM63;VE3166;22/05/2018 06:02;0.71;6.31;50683;San juan de arama;Meta;Ferretería;35;33;7;1448;57;7;37
39433PC80A;A;PC80;VE1504;19/06/2018 08:23;123.17;19.8;18001;Florencia;Caqueta;Ropa infantil;31;13;27;300;40;14;7
49475PP79A;A;PP79;VE5738;09/03/2018 04:33;55.12;22.86;52356;Ipiales;Nariño;Licor;21;27;12;176;37;15;11
538PP36A;A;PP36;VE2068;14/01/2018 14:13;152.9;13.53;91001;Leticia;Amazonas;Licor;2;15;32;2763;29;4;10
96668PE13A;A;PE13;VE4124;26/12/2017 12:09;109.56;30.16;52480;Nariño;Nariño;Tecnología;25;37;34;1181;23;25;3
3016PC46A;A;PC46;VE7882;04/11/2017 10:04;102.87;13.85;52480;Nariño;Nariño;Ropa infantil;21;9;9;2508;32;41;2
32750PP70A;A;PP70;VE5422;03/05/2018 11:08;227.01;10.92;19001;Popayan;Cauca;Licor;10;2;15;2463;43;14;21
86193PQ45A;A;PQ45;VE5109;17/07/2017 02:41;368.33;55.52;52560;Potosi;Nariño;Lácteos;28;24;27;508;22;22;7
101291PT68A;A;PT68;VE3840;12/03/2018 15:36;63.55;9.91;52356;Ipiales;Nariño;Tarjetas regalo;27;2;23;2697;56;36;19
51603PB88B;B;PB88;VE3062;04/03/2018 12:39;48.28;9.43;52560;Potosi;Nariño;Ropa de adultos;17;7;29;1956;30;25;28
85834PR89A;A;PR89;VE7671;06/10/2017 04:49;43.65;8.22;76001;Cali;Valle del cauca;Frutas y verduras;27;0;2;407;34;24;24
57485PI98A;A;PI98;VE4242;16/12/2017 10:37;81.29;4.0;52051;Arboleda;Nariño;Juguetes;24;2;38;1027;41;12;13
82218PA32A;A;PA32;VE8925;14/06/2018 23:15;12.99;19.73;63001;Armenia;Quindio;Electrodomésticos;9;11;17;477;30;13;25
11966PE46A;A;PE46;VE6608;23/04/2018 12:40;5.3;45.48;44001;Riohacha;La guajira;Tecnología;33;28;4;2466;24;17;26
102702PH31A;A;PH31;VE6777;07/09/2017 21:48;57.97;16.84;23001;Monteria;Cordoba;Bebés ;23;17;40;1724;48;8;11
29243PN37A;A;PN37;VE5999;08/06/2018 20:39;50.53;1.2;66001;Pereira;Risaralda;Dormitorio;7;2;10;5520;13;13;28
69093PA52A;A;PA52;VE7338;26/11/2017 11:26;70.74;2.84;73001;Ibague;Tolima;Electrodomésticos;15;11;21;644;12;15;3
56788PP57A;A;PP57;VE9170;05/03/2018 08:01;159.48;12.81;19001;Popayan;Cauca;Licor;0;34;30;652;41;6;25
71093PR49A;A;PR49;VE9159;10/02/2018 02:20;371.79;3.56;13006;Achi;Bolivar;Frutas y verduras;8;7;32;4479;13;3;2
76551PO22A;A;PO22;VE3420;14/02/2018 21:03;55.25;49.89;5002;Abejorral;Antioquia;Productos ecoamigables;19;40;23;1475;37;23;18
20525PR70A;A;PR70;VE9555;11/03/2018 08:20;54.24;20.05;50683;San juan de arama;Meta;Frutas y verduras;34;33;36;4966;18;23;32
74986PO72A;A;PO72;VE4052;04/05/2018 23:14;97.82;45.49;52405;Leiva;Nariño;Productos ecoamigables;28;7;15;2743;29;31;18
107871PT84B;B;PT84;VE1402;06/10/2017 16:12;80.22;10.64;85001;Yopal;Casanare;Tarjetas regalo;25;36;20;998;39;38;37
63839PB61A;A;PB61;VE6106;30/03/2018 16:39;8.07;17.2;17001;Manizales;Caldas;Ropa de adultos;15;9;11;1657;77;14;31
34039PI95A;A;PI95;VE6541;17/02/2018 06:59;130.76;91.05;73001;Ibague;Tolima;Juguetes;28;28;35;4320;29;16;14
92717PR46B;B;PR46;VE1830;19/11/2017 16:52;82.78;7.83;52399;La union;Nariño;Frutas y verduras;12;16;29;287;17;23;5
108100PD20A;A;PD20;VE3791;04/10/2017 02:35;43.59;1.51;25001;Agua de dios;Cundinamarca;Celulares;35;35;25;1295;28;7;4
73990PA46A;A;PA46;VE3199;28/07/2017 14:47;169.46;92.66;50006;Acacias;Meta;Electrodomésticos;36;27;12;241;44;14;19
81965PN48A;A;PN48;VE9449;10/05/2018 20:13;5.89;40.46;52473;Mosquera;Nariño;Dormitorio;0;2;16;1383;33;13;23
37304PI92A;A;PI92;VE5068;23/06/2018 11:59;270.73;51.02;68001;Bucaramanga;Santander;Juguetes;11;39;37;647;27;21;41
39859PQ49A;A;PQ49;VE3276;24/10/2017 09:08;91.2;17.97;5001;Medellin;Antioquia;Lácteos;38;24;38;67;9;1;13
104943PM91A;A;PM91;VE6971;05/09/2017 10:53;26.78;42.88;52381;La florida;Nariño;Ferretería;32;0;1;1027;49;36;32
100586PI95A;A;PI95;VE6107;17/06/2018 13:11;104.11;31.56;15001;Tunja;Boyaca;Juguetes;20;18;26;1010;41;27;23
107137PE97A;A;PE97;VE6785;16/02/2018 04:44;183.73;14.03;52560;Potosi;Nariño;Tecnología;26;19;22;506;38;10;22
78455PM60A;A;PM60;VE1290;20/10/2017 07:06;293.35;9.77;15001;Tunja;Boyaca;Ferretería;16;37;9;976;31;22;30
73363PO87A;A;PO87;VE1125;09/01/2018 15:50;151.93;19.12;52480;Nariño;Nariño;Productos ecoamigables;40;25;18;557;10;9;24
87552PM38A;A;PM38;VE7882;30/12/2017 20:35;94.69;11.45;81001;Arauca;Arauca;Ferretería;2;15;21;1452;26;15;31
112427PK95A;A;PK95;VE9434;22/10/2017 18:40;49.6;3.68;50006;Acacias;Meta;Deportes;2;2;26;847;39;27;24
19633PS42A;A;PS42;VE7926;03/09/2017 03:55;165.41;8.29;52210;Contadero;Nariño;Carnicería;11;26;3;55;15;26;22
1468PA24A;A;PA24;VE3806;04/01/2018 17:58;19.29;0.83;52001;Pasto;Nariño;Electrodomésticos;9;23;27;2889;35;28;8
82389PP84A;A;PP84;VE1402;21/06/2018 08:20;126.35;9.67;52381;La florida;Nariño;Licor;5;21;39;4283;27;29;10
35752PL61A;A;PL61;VE5993;13/09/2017 02:33;1.07;19.54;76001;Cali;Valle del cauca;Libros;20;16;33;2927;35;5;21
6159PC43A;A;PC43;VE4829;25/11/2017 18:12;54.2;31.58;15001;Tunja;Boyaca;Ropa infantil;30;4;13;3466;21;22;25
40106PC84A;A;PC84;VE7125;17/04/2018 15:38;72.24;7.52;52203;Colon;Nariño;Ropa infantil;17;8;33;3512;32;18;38
112001PH85B;B;PH85;VE6060;05/06/2018 16:20;461.5;33.87;76001;Cali;Valle del cauca;Bebés ;30;25;15;1556;42;4;4
50053PQ40B;B;PQ40;VE4489;01/09/2017 01:21;3.31;1.6;52001;Pasto;Nariño;Lácteos;17;24;16;767;35;23;17
106532PQ27A;A;PQ27;VE7888;26/01/2018 14:49;13.99;7.98;52356;Ipiales;Nariño;Lácteos;3;13;10;9308;21;17;23
63990PL11A;A;PL11;VE2501;26/10/2017 18:26;42.14;16.06;76001;Cali;Valle del cauca;Libros;10;36;15;58;23;8;24
51854PF94A;A;PF94;VE4436;29/11/2017 12:55;18.21;5.41;18001;Florencia;Caqueta;Muebles;27;0;21;40;27;30;15
88259PR76A;A;PR76;VE1125;13/08/2017 15:35;5.05;19.27;15001;Tunja;Boyaca;Frutas y verduras;19;9;17;51;59;11;3
58707PR75A;A;PR75;VE8692;07/11/2017 00:39;39.51;0.83;50006;Acacias;Meta;Frutas y verduras;1;24;32;3244;40;20;34
104485PH18A;A;PH18;VE7882;12/11/2017 01:21;68.57;20.77;76001;Cali;Valle del cauca;Bebés ;33;30;23;1896;36;4;11
9620PO67E;E;PO67;VE2738;17/04/2018 00:55;85.38;7.82;44001;Riohacha;La guajira;Productos ecoamigables;15;20;2;2027;26;38;32
72830PK70A;A;PK70;VE1830;19/12/2017 01:12;231.67;4.65;54003;Abrego;Norte de santander;Deportes;22;32;31;2520;32;27;24
71688PR92A;A;PR92;VE3292;13/09/2017 19:39;106.19;59.16;54001;Cucuta;Norte de santander;Frutas y verduras;7;31;18;2892;32;4;11
14793PG42A;A;PG42;VE1290;30/01/2018 04:19;50.09;37.59;68001;Bucaramanga;Santander;Salud;22;0;28;2547;4;20;21
1245PF48A;A;PF48;VE9449;24/10/2017 20:12;162.01;8.54;52240;Chachagui;Nariño;Muebles;16;39;29;1163;12;30;64
87035PN33A;A;PN33;VE1402;27/03/2018 08:51;22.9;57.71;20001;Valledupar;Cesar;Dormitorio;16;23;26;6349;37;26;20
95968PN72A;A;PN72;VE2715;17/05/2018 04:32;280.08;11.57;70001;Sincelejo;Sucre;Dormitorio;3;12;32;565;43;11;15
87501PK61B;B;PK61;VE5109;28/07/2017 01:43;192.28;42.92;52480;Nariño;Nariño;Deportes;32;17;7;439;27;14;20
2235PI29A;A;PI29;VE5783;10/01/2018 09:16;25.08;4.54;11001;Bogota d.c.;Bogota d.c.;Juguetes;5;16;15;543;28;26;13
42822PM78A;A;PM78;VE9434;19/09/2017 18:30;24.1;27.21;97001;Mitu;Vaupes;Ferretería;18;16;4;297;19;18;8
41535PN18B;B;PN18;VE5090;03/10/2017 20:06;42.35;70.3;52203;Colon;Nariño;Dormitorio;32;21;12;748;38;4;34
86341PJ42A;A;PJ42;VE5049;06/12/2017 08:08;337.71;13.53;5001;Medellin;Antioquia;Mascotas;34;26;0;6181;18;22;51
60643PK74A;A;PK74;VE4124;30/09/2017 03:51;122.99;5.13;52110;Buesaco;Nariño;Deportes;32;30;28;1894;15;25;24
65905PM94A;A;PM94;VE4580;03/03/2018 20:55;107.14;6.46;52490;Olaya herrera;Nariño;Ferretería;35;11;4;12046;32;7;11
69869PP93A;A;PP93;VE4124;05/09/2017 10:01;255.89;18.6;52356;Ipiales;Nariño;Licor;16;19;2;2011;63;38;26
69078PF10A;A;PF10;VE3607;16/01/2018 07:13;181.4;17.18;52473;Mosquera;Nariño;Muebles;14;32;2;4465;19;7;25
70736PR58A;A;PR58;VE8695;12/10/2017 01:53;89.46;67.08;76001;Cali;Valle del cauca;Frutas y verduras;4;32;40;3349;29;22;20
71585PL25A;A;PL25;VE9713;18/09/2017 22:59;44.48;29.59;50001;Villavicencio;Meta;Libros;25;10;31;4593;46;22;28
49359PB40A;A;PB40;VE6781;04/02/2018 03:16;25.16;35.55;13006;Achi;Bolivar;Ropa de adultos;19;40;21;549;48;8;22
107503PT53A;A;PT53;VE7016;14/11/2017 13:30;13.05;76.64;73001;Ibague;Tolima;Tarjetas regalo;19;35;22;1283;27;5;14
172PS82A;A;PS82;VE3292;14/06/2018 02:05;58.16;32.49;68001;Bucaramanga;Santander;Carnicería;23;26;8;387;32;27;19
14271PM39A;A;PM39;VE7495;05/10/2017 02:41;28.99;1.58;76001;Cali;Valle del cauca;Ferretería;0;4;9;187;41;5;19
82193PN22B;B;PN22;VE4277;18/02/2018 21:52;230.51;12.76;52490;Olaya herrera;Nariño;Dormitorio;16;35;31;2193;45;33;7
76734PO45A;A;PO45;VE3797;10/06/2018 22:37;35.36;6.81;66001;Pereira;Risaralda;Productos ecoamigables;2;31;38;3329;25;28;19
18799PN13A;A;PN13;VE8160;10/05/2018 14:48;64.71;3.82;91001;Leticia;Amazonas;Dormitorio;39;11;26;1129;35;12;24
44631PE97A;A;PE97;VE1504;26/09/2017 10:23;100.2;0.32;52110;Buesaco;Nariño;Tecnología;18;15;17;1470;31;10;28
97657PD11B;B;PD11;VE3276;28/08/2017 09:02;3.09;23.21;52210;Contadero;Nariño;Celulares;38;6;6;1968;19;10;12
16582PH58A;A;PH58;VE8568;23/04/2018 08:06;90.37;1.14;52405;Leiva;Nariño;Bebés ;9;0;35;21;44;20;25
54031PI28A;A;PI28;VE8895;04/12/2017 10:07;566.17;18.95;50683;San juan de arama;Meta;Juguetes;37;4;25;3362;35;11;31
41819PN23A;A;PN23;VE3877;29/04/2018 00:48;103.09;25.73;52540;Policarpa;Nariño;Dormitorio;5;25;10;189;29;22;25
57266PL92F;F;PL92;VE6289;28/08/2017 08:10;87.92;0.38;97001;Mitu;Vaupes;Libros;28;27;15;1714;68;19;29
9603PG87B;B;PG87;VE3166;24/06/2018 00:26;65.91;16.22;50006;Acacias;Meta;Salud;9;23;0;2574;29;42;20
44796PL62A;A;PL62;VE8575;16/03/2018 15:40;50.79;0.5;97001;Mitu;Vaupes;Libros;18;31;31;580;17;14;23
18118PB54B;B;PB54;VE8613;29/12/2017 07:13;36.48;17.5;52378;La cruz;Nariño;Ropa de adultos;40;22;13;598;49;15;16
61608PL35A;A;PL35;VE9555;06/11/2017 13:24;34.13;48.28;52473;Mosquera;Nariño;Libros;40;6;7;2518;38;4;40
6472PI38A;A;PI38;VE3768;20/10/2017 22:21;8.33;29.57;50006;Acacias;Meta;Juguetes;16;19;35;168;11;36;37
40043PD21A;A;PD21;VE8467;19/10/2017 11:39;72.18;13.35;50006;Acacias;Meta;Celulares;23;29;36;4325;22;11;30
25805PI93A;A;PI93;VE5979;29/04/2018 18:23;84.95;1.65;52560;Potosi;Nariño;Juguetes;7;15;16;6088;16;9;19
60942PO75A;A;PO75;VE1125;05/06/2018 10:19;16.97;13.74;23001;Monteria;Cordoba;Productos ecoamigables;33;33;40;1240;59;29;28
19783PS44A;A;PS44;VE3199;22/09/2017 17:36;94.58;46.1;91001;Leticia;Amazonas;Carnicería;18;5;33;4137;36;4;24
70830PG70A;A;PG70;VE8925;18/08/2017 21:50;163.37;3.28;19001;Popayan;Cauca;Salud;9;8;21;1085;7;24;19
107470PO78A;A;PO78;VE1175;08/06/2018 14:45;38.81;17.52;70001;Sincelejo;Sucre;Productos ecoamigables;12;36;5;235;33;5;12
23084PL48A;A;PL48;VE3482;23/05/2018 08:44;84.26;4.01;52405;Leiva;Nariño;Libros;4;30;24;660;33;20;41
37403PI15B;B;PI15;VE8695;14/08/2017 18:30;70.37;29.81;50006;Acacias;Meta;Juguetes;38;16;33;2111;17;4;3
38941PF90A;A;PF90;VE2980;11/03/2018 03:21;2.85;14.16;54003;Abrego;Norte de santander;Muebles;36;24;39;2400;42;17;30
100712PC80A;A;PC80;VE2012;25/03/2018 14:26;5.12;40.94;50683;San juan de arama;Meta;Ropa infantil;34;6;9;730;30;6;16
34963PN57A;A;PN57;VE6571;24/04/2018 11:38;14.78;0.11;13006;Achi;Bolivar;Dormitorio;38;19;12;830;19;31;12
105509PF24A;A;PF24;VE5192;19/03/2018 20:20;90.72;15.12;50686;San juanito;Meta;Muebles;12;20;14;1329;46;23;8
57040PP78A;A;PP78;VE8692;18/11/2017 12:42;164.95;69.02;52210;Contadero;Nariño;Licor;24;18;3;3527;25;11;17
83314PQ59A;A;PQ59;VE4502;05/12/2017 00:05;31.71;10.41;52323;Gualmatan;Nariño;Lácteos;7;39;10;1223;26;7;49
75228PE71A;A;PE71;VE4580;21/03/2018 06:51;32.8;88.05;52051;Arboleda;Nariño;Tecnología;35;0;25;187;26;12;21
94560PQ46A;A;PQ46;VE4124;07/02/2018 01:36;219.93;1.64;52051;Arboleda;Nariño;Lácteos;2;30;21;202;35;12;40
40387PD47A;A;PD47;VE5473;28/03/2018 02:15;273.39;10.29;66001;Pereira;Risaralda;Celulares;33;0;15;4408;33;31;21
106075PT39A;A;PT39;VE9864;29/07/2017 03:03;643.89;5.01;52207;Consaca;Nariño;Tarjetas regalo;27;31;29;1990;39;29;8
44954PE38A;A;PE38;VE1125;13/04/2018 16:23;123.74;34.13;52385;La llanada;Nariño;Tecnología;17;33;10;2114;38;22;16
101045PG16D;D;PG16;VE7211;06/08/2017 11:38;199.11;0.73;5001;Medellin;Antioquia;Salud;9;40;31;4495;20;25;35
27615PI31A;A;PI31;VE5229;06/10/2017 00:40;26.12;23.0;25001;Agua de dios;Cundinamarca;Juguetes;38;29;39;3682;22;14;20
64268PA53A;A;PA53;VE7204;01/10/2017 10:23;8.97;21.33;54001;Cucuta;Norte de santander;Electrodomésticos;3;3;15;911;27;1;17
31735PM63A;A;PM63;VE5346;09/06/2018 02:20;22.89;3.87;52323;Gualmatan;Nariño;Ferretería;16;39;15;207;16;19;23
97966PD82B;B;PD82;VE6856;02/09/2017 13:21;37.17;4.45;50006;Acacias;Meta;Celulares;6;20;13;1082;55;41;35
61479PP99A;A;PP99;VE7406;08/05/2018 00:46;382.0;33.19;68001;Bucaramanga;Santander;Licor;10;22;24;2045;36;22;33
49252PF95A;A;PF95;VE8511;05/05/2018 09:29;85.29;8.01;86001;Mocoa;Putumayo;Muebles;7;34;11;297;60;9;24
100676PD96A;A;PD96;VE9530;19/10/2017 16:05;265.34;18.06;52203;Colon;Nariño;Celulares;27;1;10;529;16;5;47
12501PF79A;A;PF79;VE6856;25/08/2017 21:48;35.87;17.49;68001;Bucaramanga;Santander;Muebles;26;1;7;3262;21;27;19
96219PS72A;A;PS72;VE6777;28/03/2018 08:16;9.07;14.61;52565;Providencia;Nariño;Carnicería;29;13;33;2458;0;3;27
49671PA27A;A;PA27;VE8325;10/05/2018 14:46;106.54;4.84;15001;Tunja;Boyaca;Electrodomésticos;32;37;30;1764;37;20;13
81585PI78A;A;PI78;VE7281;12/02/2018 19:58;80.37;14.8;54001;Cucuta;Norte de santander;Juguetes;25;12;25;2820;37;6;26
108042PA46A;A;PA46;VE6785;26/05/2018 02:16;76.99;18.13;52203;Colon;Nariño;Electrodomésticos;13;23;23;287;24;14;16
10036PI74B;B;PI74;VE5595;17/12/2017 21:57;3.01;67.48;85001;Yopal;Casanare;Juguetes;11;13;9;2486;44;25;27
24331PK73A;A;PK73;VE2738;24/03/2018 09:44;113.13;33.11;23001;Monteria;Cordoba;Deportes;16;36;34;47;47;1;15
66372PQ52B;B;PQ52;VE3607;05/01/2018 01:05;97.9;6.2;66001;Pereira;Risaralda;Lácteos;36;24;6;443;22;51;20
68522PT49A;A;PT49;VE5229;11/02/2018 21:59;107.54;18.69;52435;Mallama;Nariño;Tarjetas regalo;2;11;21;903;54;28;19
56783PS98B;B;PS98;VE9864;25/06/2018 17:08;408.6;47.21;52520;Francisco pizarro;Nariño;Carnicería;33;2;28;6722;21;18;9
61616PF33B;B;PF33;VE8575;04/03/2018 16:43;294.52;22.27;17001;Manizales;Caldas;Muebles;33;9;24;101;14;22;7
36467PJ71A;A;PJ71;VE1504;19/09/2017 02:23;70.55;6.84;52480;Nariño;Nariño;Mascotas;2;6;10;6129;1;23;17
24921PJ32A;A;PJ32;VE6646;15/02/2018 17:02;104.39;21.82;97001;Mitu;Vaupes;Mascotas;24;16;30;1854;12;11;29
60410PP98B;B;PP98;VE2941;07/09/2017 18:29;299.96;11.52;52323;Gualmatan;Nariño;Licor;38;23;37;996;40;25;29
26543PQ63A;A;PQ63;VE7671;22/05/2018 09:43;266.82;10.36;52210;Contadero;Nariño;Lácteos;22;27;8;939;47;12;56
73319PI13A;A;PI13;VE7885;15/12/2017 12:49;94.65;26.58;52385;La llanada;Nariño;Juguetes;14;32;3;1857;33;27;28
32148PE25A;A;PE25;VE5473;29/10/2017 08:23;32.87;11.64;52473;Mosquera;Nariño;Tecnología;32;32;37;124;15;21;7
78248PL17A;A;PL17;VE7147;12/12/2017 16:47;133.69;4.61;18001;Florencia;Caqueta;Libros;40;14;17;185;50;26;0
76452PR31A;A;PR31;VE6406;14/09/2017 17:33;13.4;3.5;52427;Magui;Nariño;Frutas y verduras;7;38;4;2656;19;32;34
51149PL40A;A;PL40;VE2302;10/10/2017 18:59;72.87;6.92;52540;Policarpa;Nariño;Libros;14;39;30;3255;25;8;10
81561PC37A;A;PC37;VE5993;26/08/2017 09:20;289.47;6.53;50683;San juan de arama;Meta;Ropa infantil;6;8;3;2095;23;38;12
81650PQ22A;A;PQ22;VE4002;28/12/2017 07:48;224.2;0.93;52203;Colon;Nariño;Lácteos;16;9;12;1124;20;10;40
45359PE71A;A;PE71;VE1637;20/05/2018 12:55;0.17;2.86;52079;Barbacoas;Nariño;Tecnología;9;28;5;4871;26;6;25
50460PD19A;A;PD19;VE3880;04/03/2018 14:26;27.61;1.54;8001;Barranquilla;Atlantico;Celulares;0;1;29;4901;36;9;28
27765PG89A;A;PG89;VE3689;12/06/2018 02:35;9.82;6.6;18001;Florencia;Caqueta;Salud;7;34;4;27;12;3;18
2791PM14A;A;PM14;VE1175;19/12/2017 09:39;31.12;12.96;52435;Mallama;Nariño;Ferretería;23;36;5;189;45;4;30
74402PD34A;A;PD34;VE2992;25/01/2018 02:46;58.91;20.09;66001;Pereira;Risaralda;Celulares;27;40;5;822;34;24;21
3554PL18A;A;PL18;VE8692;14/10/2017 15:01;153.74;3.04;54003;Abrego;Norte de santander;Libros;19;15;29;126;18;34;12
85302PO55B;B;PO55;VE8455;24/09/2017 09:12;267.61;15.69;85001;Yopal;Casanare;Productos ecoamigables;30;30;26;556;10;36;18
110441PF81A;A;PF81;VE8511;12/01/2018 19:21;11.44;70.37;50001;Villavicencio;Meta;Muebles;4;20;1;1531;30;33;1
54805PA82A;A;PA82;VE1504;23/01/2018 17:08;376.08;16.74;23001;Monteria;Cordoba;Electrodomésticos;12;12;35;74;31;12;39
27161PI79A;A;PI79;VE3858;25/02/2018 12:42;152.14;13.66;15001;Tunja;Boyaca;Juguetes;22;31;8;411;34;10;28
97283PF99A;A;PF99;VE2740;04/06/2018 08:49;198.46;14.11;54003;Abrego;Norte de santander;Muebles;23;17;12;900;27;5;20
105328PJ82A;A;PJ82;VE7495;21/03/2018 11:04;42.03;17.81;50686;San juanito;Meta;Mascotas;30;14;8;126;7;37;12
15749PR41A;A;PR41;VE9864;21/08/2017 13:24;182.75;1.28;81001;Arauca;Arauca;Frutas y verduras;15;18;12;2854;18;1;1
41337PG18A;A;PG18;VE4365;24/01/2018 22:22;55.53;11.52;52560;Potosi;Nariño;Salud;21;25;39;138;55;16;30
100513PQ99A;A;PQ99;VE6777;06/10/2017 18:48;2.67;17.32;52240;Chachagui;Nariño;Lácteos;22;30;7;459;3;13;5
89886PG42A;A;PG42;VE5783;14/01/2018 20:44;40.04;21.62;44001;Riohacha;La guajira;Salud;12;21;4;3616;28;37;31
68449PM38A;A;PM38;VE6289;26/05/2018 16:36;391.23;41.85;66001;Pereira;Risaralda;Ferretería;31;29;17;640;27;22;9
75976PK61A;A;PK61;VE9946;12/10/2017 07:34;237.03;12.41;95001;San jose del guaviare;Guaviare;Deportes;37;33;37;3522;56;11;38
95625PS53A;A;PS53;VE8925;12/10/2017 18:31;1.97;3.87;5004;Abriaqui;Antioquia;Carnicería;4;7;35;2521;14;13;29
